Id,Abstract,Task 1
D06486,"end-to-end task-oriented dialog systems usually suffer challenge incorporating knowledge bases.$$$in paper, propose novel simple end-to-end differentiable model called memory-to-sequence (mem2seq) address issue.$$$mem2seq neural generative model combines multi-hop attention memories idea pointer network.$$$we empirically mem2seq controls generation step, multi-hop attention mechanism helps learning correlations memories.$$$in addition, model general complicated task-specific designs.$$$as result, mem2seq trained faster attain state-of-the-art performance different task-oriented dialog datasets.",BACKGROUND OBJECTIVES METHODS METHODS METHODS RESULTS/CONCLUSIONS
D04984,"popularity mobile devices development geo-positioning technology, location-based services (lbs) attract attention top-k spatial keyword queries increasingly complex.$$$it common clients issue query restaurant serving pizza steak, low price noise level particularly.$$$however, prior works focused spatial keyword ignoring independent numerical attributes.$$$in paper demonstrate, time, attributes-aware spatial keyword query (askq), devise two-layer hybrid index structure called quad-cluster dual-filtering r-tree (qdr-tree).$$$in keyword cluster layer, quad-cluster tree (qc-tree) built based hierarchical clustering algorithm kernel k-means classify keywords.$$$in spatial layer, leaf node qc-tree, attach dual-filtering r-tree (dr-tree) filtering algorithms, namely, keyword bitmap-based attributes skyline-based filtering.$$$accordingly, efficient query processing algorithms proposed.$$$through theoretical analysis, verified optimization processing time space consumption.$$$finally, massive experiments real-data demonstrate efficiency effectiveness qdr-tree.",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES METHODS METHODS METHODS METHODS/RESULTS RESULTS/CONCLUSIONS
D01818,"paper considers problem single-server single-message private information retrieval coded information (pir-csi).$$$in problem, server storing database, user knows linear combination subset messages database information.$$$the number messages contributing information known server, indices coefficients messages unknown server.$$$the user wishes download message server privately, i.e., revealing message requesting, minimizing download cost.$$$in work, consider different settings pir-csi problem depending demanded message messages contributing information.$$$for setting, prove upper bound maximum download rate function size database size information, propose protocol achieves rate upper-bound.",OBJECTIVES BACKGROUND BACKGROUND BACKGROUND BACKGROUND RESULTS
D00096,"high-order parametric models include terms feature interactions applied data mining tasks, ground truth depends interactions features.$$$however, sparse data, high- dimensional parameters feature interactions face issues: expensive computation, difficulty parameter estimation lack structure.$$$previous work proposed approaches partially re- solve issues.$$$in particular, models factorized parameters (e.g.$$$factorization machines) sparse learning algorithms (e.g.$$$ftrl-proximal) tackle issues fail address third.$$$regarding unstructured parameters, constraints complicated regularization terms applied hierarchical structures imposed.$$$however, methods optimization problem challenging.$$$in work, propose strongly hierarchical factorization machines anova kernel regression issues addressed making optimization problem difficult.$$$experimental results proposed models significantly outperform state-of-the-art data mining tasks: cold-start user response time prediction stock volatility prediction.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES RESULTS
D04348,"virtual network services span multiple data centers important support emerging data-intensive applications fields bioinformatics retail analytics.$$$successful virtual network service composition maintenance requires flexible scalable 'constrained shortest path management' management plane virtual network embedding (vne) network function virtualization service chaining (nfv-sc), data plane traffic engineering (te).$$$in paper, analytically empirically leveraging constrained shortest paths recent vne, nfv-sc te algorithms lead network utilization gains (of 50%) higher energy efficiency.$$$the management complex vne, nfv-sc te algorithms be, however, intractable large scale substrate networks np-hardness constrained shortest path problem.$$$to address scalability challenges, propose novel, exact constrained shortest path algorithm viz., 'neighborhoods method' (nm).$$$our nm uses novel search space reduction techniques theoretical quadratic speed-up making practically faster (by order magnitude) recent branch-and-bound exhaustive search solutions.$$$finally, nm-based sdn controller implementation real-world testbed validate practical nm benefits virtual network services.",BACKGROUND BACKGROUND/OBJECTIVES OBJECTIVES/METHODS/RESULTS/CONCLUSIONS BACKGROUND OBJECTIVES/METHODS RESULTS RESULTS
D06390,"dubins traveling salesman problem (dtsp) generated significant decade occurrence civil military surveillance applications.$$$currently, algorithm optimal solution problem.$$$in addition, relaxing motion constraints solving resulting euclidean tsp (etsp) provides lower bound available problem.$$$however, problem instances, lower bound computed solving etsp far cost feasible solutions obtained well-known algorithms dtsp.$$$this article addresses fundamental issue presents systematic procedure developing tight lower bounds dtsp.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES
D01892,"minimizing job scheduling time fundamental issue data center networks extensively studied recent years.$$$the incoming jobs require different cpu memory units, span different number time slots.$$$the traditional solution design efficient heuristic algorithms performance guarantee certain assumptions.$$$in paper, improve recently proposed job scheduling algorithm deep reinforcement learning extend multiple server clusters.$$$our study reveals deep reinforcement learning method potential outperform traditional resource allocation algorithms variety complicated environments.",BACKGROUND BACKGROUND BACKGROUND/OBJECTIVES RESULTS CONCLUSIONS
D06244,"image cropping aims improving aesthetic quality images adjusting composition.$$$most weakly supervised cropping methods (without bounding box supervision) rely sliding window mechanism.$$$the sliding window mechanism requires fixed aspect ratios limits cropping region arbitrary size.$$$moreover, sliding window method usually produces tens thousands windows input image time-consuming.$$$motivated challenges, firstly formulate aesthetic image cropping sequential decision-making process propose weakly supervised aesthetics aware reinforcement learning (a2-rl) framework address problem.$$$particularly, proposed method develops aesthetics aware reward function especially benefits image cropping.$$$similar human's decision making, use comprehensive state representation including current observation historical experience.$$$we train agent actor-critic architecture end-to-end manner.$$$the agent evaluated popular unseen cropping datasets.$$$experiment results method achieves state-of-the-art performance fewer candidate windows time compared previous weakly supervised methods.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES/METHODS METHODS METHODS METHODS RESULTS RESULTS/CONCLUSIONS
D04424,"reinforcement learning significant applications multi-agent systems, especially unknown dynamic environments.$$$however, multi-agent reinforcement learning (marl) algorithms suffer problems exponential computation complexity joint state-action space, makes difficult scale realistic multi-agent problems.$$$in paper, novel algorithm named negotiation-based marl sparse interactions (negosi) presented.$$$in contrast traditional sparse-interaction based marl algorithms, negosi adopts equilibrium concept makes possible agents select non-strict equilibrium dominating strategy profile (non-strict edsp) meta equilibrium joint actions.$$$the presented negosi algorithm consists parts: equilibrium-based framework sparse interactions, negotiation equilibrium set, minimum variance method selecting joint action knowledge transfer local q-values.$$$in integrated algorithm, techniques, i.e., unshared value functions, equilibrium solutions sparse interactions adopted achieve privacy protection, better coordination lower computational complexity, respectively.$$$to evaluate performance presented negosi algorithm, groups experiments carried criteria: steps episode (see), rewards episode (ree) average runtime (ar).$$$the group experiments conducted grid world games shows fast convergence high scalability presented algorithm.$$$then second group experiments negosi applied intelligent warehouse problem simulated results demonstrate effectiveness presented negosi algorithm compared state-of-the-art marl algorithms.",BACKGROUND BACKGROUND OBJECTIVES/METHODS METHODS METHODS METHODS RESULTS RESULTS RESULTS
D06869,"data-driven analysis complex networks focus research decades.$$$an important question discover relation network characteristics real-world networks relationships vary network domains.$$$a related research question study network models capture observed relations graph metrics.$$$in paper, apply statistical machine learning techniques answer aforementioned questions.$$$we study 400 real-world networks 2400 networks generated frequently network models previously fitted parameters generated graphs similar real network possible.$$$we correlation profiles structural measures significantly differ network domains domain efficiently determined small selection graph metrics.$$$the goodness-of-fit network models best performing models highly depend domains.$$$using machine learning techniques, turned relatively easy decide network real model-generated.$$$we investigate structural properties possible achieve good accuracy, i.e. features network models capture.",BACKGROUND OBJECTIVES OBJECTIVES METHODS METHODS RESULTS RESULTS RESULTS RESULTS
D04114,"use explicit object detectors intermediate step image captioning - constitute essential stage early work - bypassed currently dominant end-to-end approaches, language model conditioned directly mid-level image embedding.$$$we argue explicit detections provide rich semantic information, interpretable representation better understand end-to-end image captioning systems work well.$$$we provide in-depth analysis end-to-end image captioning exploring variety cues derived object detections.$$$our study reveals end-to-end image captioning systems rely matching image representations generate captions, encoding frequency, size position objects complementary play role forming good image representation.$$$it reveals different object categories contribute different ways image captioning.",BACKGROUND OBJECTIVES METHODS RESULTS RESULTS
D01079,"state-of-the-art deep reading comprehension models dominated recurrent neural nets.$$$their sequential nature natural fit language, precludes parallelization instances bottleneck deploying models latency critical scenarios.$$$this particularly problematic longer texts.$$$here present convolutional architecture alternative recurrent architectures.$$$using simple dilated convolutional units place recurrent ones, achieve results comparable state art question answering tasks, time achieving orders magnitude speedups question answering.",BACKGROUND BACKGROUND/OBJECTIVES BACKGROUND/OBJECTIVES METHODS METHODS/RESULTS
D05521,"approach achieving artificial general intelligence (agi) emergence complex structures dynamic properties arising decentralized networks interacting artificial intelligence (ai) agents.$$$understanding principles consensus societies finding ways consensus reliable critically important connectivity interaction speed increase modern distributed systems hybrid collective intelligences, include humans systems.$$$we propose new form reputation-based consensus greater resistance reputation gaming current systems have.$$$we discuss options implementation, provide initial practical results.",BACKGROUND BACKGROUND OBJECTIVES/METHODS/RESULTS/CONCLUSIONS OBJECTIVES/RESULTS
D02909,"new wave decision-support systems built today ai services draw insights data (like text video) incorporate human-in-the-loop assistance.$$$however, expect humans ethical, expectation needs met automated systems increasingly delegated act behalf.$$$a important aspect ethical behavior avoid (intended, perceived, accidental) bias.$$$bias occurs data distribution representative natural phenomenon wants model reason about.$$$the possibly biased behavior service hard detect handle ai service merely developed scratch, training data set available.$$$in situation, envisage 3rd party rating agency independent api producer consumer set biased unbiased data, customizable distributions.$$$we propose 2-step rating approach generates bias ratings signifying ai service unbiased compensating, data-sensitive biased, biased.$$$the approach works composite services.$$$we implement context text translation report interesting results.",BACKGROUND BACKGROUND OBJECTIVES OBJECTIVES METHODS OBJECTIVES METHODS CONCLUSIONS RESULTS
D05657,"understanding world making decisions future critical component human intelligence.$$$as autonomous systems continue develop, ability reason future key success.$$$semantic anticipation relatively under-explored area autonomous vehicles advantage (e.g., forecasting pedestrian trajectories).$$$motivated need real-time prediction autonomous systems, propose decompose challenging semantic forecasting task subtasks: current frame segmentation future optical flow prediction.$$$through decomposition, built efficient, effective, low overhead model main components: flow prediction network, feature-flow aggregation lstm, end-to-end learnable warp layer.$$$our proposed method achieves state-of-the-art accuracy short-term moving objects semantic forecasting simultaneously reducing model parameters 95% increasing efficiency greater 40x.",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES/METHODS METHODS RESULTS/CONCLUSIONS
D01375,"cluster-based public computing monte carlo simulation indonesia introduced.$$$the developed enable public perform monte carlo simulation parallel integrated user friendly dynamic web interface.$$$the beta version, called publicmc@batan, released implemented internal users national nuclear energy agency (batan).$$$in paper concept architecture publicmc@batan presented.",RESULTS CONCLUSIONS OTHERS METHODS
D04029,"set covering problem (scp) representative combinatorial optimization problems, having practical applications.$$$this paper investigates development algorithm solve scp employing chemical reaction optimization (cro), general-purpose metaheuristic.$$$it tested wide range benchmark instances scp.$$$the simulation results indicate algorithm gives outstanding performance compared heuristics metaheuristics solving scp.",BACKGROUND OBJECTIVES/METHODS OBJECTIVES RESULTS
D03883,"genetic algorithms considered original way solve problems, probably generality ""blind"" nature.$$$but gas unusual features implementations (among thought of) principally led biological metaphor, efficiency measurements intervene afterwards.$$$we propose examine relevance biomimetic aspects, pointing fundamental similarities divergences gas genome living beings shaped natural selection.$$$one main differences comes fact gas rely principally so-called implicit parallelism, giving mutation/selection mechanism second role.$$$such differences suggest new ways employing gas complex problems, complex codings starting nearly homogeneous populations.",BACKGROUND BACKGROUND OBJECTIVES OBJECTIVES CONCLUSIONS
D03806,"understand node's centrality multiplex network, centrality values layers network aggregated.$$$this requires normalization values, allow meaningful comparison aggregation networks different sizes orders.$$$the concrete choices preprocessing steps like normalization aggregation discussed network analytic papers.$$$in paper, sticking simple centrality index (the degree) different, classic choices normalization aggregation strategies, turn node central central.$$$we present results aggregation operator scales different, classic aggregation strategies based multiplex networks.$$$we introduce new visualization characterization node's sensitivity choice normalization aggregation strategy multiplex networks.$$$the observed high sensitivity single nodes specific choice aggregation normalization strategies strong importance, especially kinds intelligence-analytic software questions interpretations findings.",BACKGROUND BACKGROUND BACKGROUND RESULTS METHODS RESULTS CONCLUSIONS
D01006,"blooming availability traces social, biological, communication networks opens unprecedented opportunities analyzing diffusion processes networks.$$$however, sheer sizes nowadays networks raise challenges computational efficiency scalability.$$$in paper, propose new hyper-graph sketching framework inflence dynamics networks.$$$the central sketching framework, called skis, efficient importance sampling algorithm returns non-singular reverse cascades network.$$$comparing previously developed sketches like ris skim, sketch significantly enhances estimation quality substantially reducing processing time memory-footprint.$$$further, present general strategies skis enhance existing algorithms influence estimation influence maximization motivated practical applications like viral marketing.$$$using skis, design high-quality influence oracle seed sets average estimation error 10x times smaller ris 6x times smaller skim.$$$in addition, influence maximization skis substantially improves quality solutions greedy algorithms.$$$it achieves 10x times speed-up 4x memory reduction fastest ris-based dssa algorithm, maintaining theoretical guarantees.",BACKGROUND BACKGROUND OBJECTIVES METHODS RESULTS METHODS METHODS/RESULTS RESULTS RESULTS
D00497,"study dynamics dimensional quantum spin chain evolving unentangled entangled initial state.$$$at given instant time quantum dynamical process (ex. measurement) performed single spin end chain, decohering system.$$$through unitary evolution, signal propagates spin chain, detected measurement different spin later times.$$$from dynamical unitary evolution decohered state epoch time, possible detect occurrence dynamical process.$$$the propagation signal dynamical process, speed signal investigated spin models, viz. ising, heisenberg, transverse-xy dynamics.",BACKGROUND OBJECTIVES OBJECTIVES/METHODS OBJECTIVES/METHODS RESULTS
D00409,"non-rigid structure-from-motion (nrsfm) far studied recovering 3d structure single non-rigid/deforming object.$$$to handle real world challenging multiple deforming objects scenarios, existing methods pre-segment different objects scene treat multiple non-rigid objects obtain 3d non-rigid reconstruction.$$$however, methods fail exploit inherent structure problem solution segmentation solution reconstruction benefit other.$$$in paper, propose unified framework jointly segment reconstruct multiple non-rigid objects.$$$to compactly represent complex multi-body non-rigid scenes, propose exploit structure scenes temporal direction spatial direction, achieving spatio-temporal representation.$$$specifically, represent 3d non-rigid deformations lying union subspaces temporal direction represent 3d trajectories lying union subspaces spatial direction.$$$this spatio-temporal representation provides competitive 3d reconstruction outputs robust segmentation multiple non-rigid objects.$$$the resultant optimization problem solved efficiently alternating direction method multipliers (admm).$$$extensive experimental results synthetic real multi-body nrsfm datasets demonstrate superior performance proposed framework compared state-of-the-art methods.",BACKGROUND BACKGROUND OBJECTIVES METHODS METHODS METHODS CONCLUSIONS METHODS RESULTS
D01756,"wide implementation electronic health record (ehr) systems facilitates collection large-scale health data real clinical settings.$$$despite significant increase adoption ehr systems, data remains largely unexplored, presents rich data source knowledge discovery patient health histories tasks understanding disease correlations predicting health outcomes.$$$however, heterogeneity, sparsity, noise, bias data present complex challenges.$$$this complexity makes difficult translate potentially relevant information machine learning algorithms.$$$in paper, propose computational framework, patient2vec, learn interpretable deep representation longitudinal ehr data personalized patient.$$$to evaluate approach, apply prediction future hospitalizations real ehr data compare predictive performance baseline methods.$$$patient2vec produces vector space meaningful structure achieves auc 0.799 outperforming baseline methods.$$$in end, learned feature importance visualized interpreted individual population levels bring clinical insights.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES/METHODS METHODS RESULTS CONCLUSIONS
D03902,"irregular low-density parity check (ldpc) codes particularly well-suited transmission schemes require unequal error protection (uep) transmitted data different connection degrees variable nodes.$$$however, uep capability strongly dependent connection profile protection classes.$$$this paper applies multi-edge type analysis ldpc codes optimizing connection profile according performance requirements protection class.$$$this allows construction uep-ldpc codes difference performance protection classes adjusted uep capability vanish number decoding iterations grows.",BACKGROUND BACKGROUND OBJECTIVES/METHODS METHODS/RESULTS/CONCLUSIONS
D03387,"modern big data frameworks (such hadoop spark) allow multiple users large-scale analysis simultaneously.$$$typically, users deploy data-intensive workflows (diws) analytical tasks.$$$these diws different users share common parts (i.e, 50-80%), materialized reuse future executions.$$$the materialization improves overall processing time diws saves computational resources.$$$current solutions materialization store data distributed file systems (dfs) fixed data format.$$$however, fixed choice optimal situation.$$$for example, well-known different data fragmentation strategies (i.e., horizontal, vertical hybrid) behave better worse according access patterns subsequent operations.$$$in paper, present cost-based approach helps deciding appropriate storage format situation.$$$a generic cost-based storage format selector framework considering fragmentation strategies presented.$$$then, use framework instantiate cost models specific hadoop data formats (namely sequencefile, avro parquet), test realistic use cases.$$$our solution gives average 33% speedup sequencefile, 11% speedup avro, 32% speedup parquet, overall, provides upto 25% performance gain.",BACKGROUND BACKGROUND BACKGROUND BACKGROUND OBJECTIVES OBJECTIVES OBJECTIVES METHODS METHODS RESULTS RESULTS
D01220,"paper, present novel deep learning based approach addressing problem interaction recognition person perspective.$$$the proposed approach uses pair convolutional neural networks, parameters shared, extracting frame level features successive frames video.$$$the frame level features aggregated convolutional long short-term memory.$$$the hidden state convolutional long short-term memory, input video frames processed, classification respective categories.$$$the branches convolutional neural network perform feature encoding short time interval convolutional long short term memory encodes changes longer temporal duration.$$$in network spatio-temporal structure input preserved till final processing stage.$$$experimental results method outperforms state art recent person interactions datasets involve complex ego-motion.$$$in particular, utkinect-firstperson competes methods use depth image skeletal joints information rgb images, surpasses previous methods use rgb images 20% recognition accuracy.",OBJECTIVES METHODS METHODS METHODS METHODS METHODS RESULTS RESULTS
D02532,"time series patents million inhabitants, knowledge-generating cycles distinguished.$$$these cycles partly coincide kondratieff long waves.$$$the changes slopes indicate discontinuities knowledge-generating paradigms.$$$the knowledge-generating paradigms modeled terms interacting dimensions (for example, university-industry-government relations) set limits maximal efficiency innovation systems.$$$the maximum values parameters model order regression coefficients empirical waves.$$$the mechanism increase dimensionality specified self-organization leads breaking existing relations diversified structure fractal-like network.$$$this breaking modeled analogy 2d 3d (koch) snowflakes.$$$the boost knowledge generation leads newly emerging technologies expected diversified shorter life cycles before.$$$time spans knowledge-generating cycles analyzed terms fibonacci numbers.$$$this perspective allows forecasting expected dates future possible paradigm changes.$$$in terms policy implications, suggests shift focus manufacturing technologies developing new organizational technologies formats human interactions",BACKGROUND BACKGROUND METHODS METHODS RESULTS METHODS METHODS RESULTS RESULTS RESULTS CONCLUSIONS
D01745,"simulation model based parallel systems established, aiming explore relation number submissions overall quality academic journals similar discipline peer review.$$$the model effectively simulate submission, review acceptance behaviors academic journals, distributed manner.$$$according simulation experiments, possibly happen overall standard academic journals deteriorate excessive submissions.",OBJECTIVES/METHODS RESULTS CONCLUSIONS
D04468,"event-based state estimation approach reducing communication networked control proposed.$$$multiple distributed sensor-actuator-agents observe dynamic process sporadically exchange measurements inputs bus network.$$$based data, agent estimates state dynamic system, exhibit arbitrary inter-agent couplings.$$$local event-based protocols ensure data transmitted necessary meet desired estimation accuracy.$$$this event-based scheme shown mimic centralized luenberger observer design guaranteed bounds, stability proven sense bounded estimation errors bounded disturbances.$$$the stability result extends distributed control results local state estimates distributed feedback control.$$$simulation results highlight benefit event-based approach classical periodic ones reducing communication requirements.",BACKGROUND BACKGROUND BACKGROUND/METHODS METHODS RESULTS RESULTS RESULTS
D04952,"citizen broadband radio service band (3550 - 3700 ghz) seen key frequency bands enable improvements performance wireless broadband cellular systems.$$$a careful study interference caused secondary cellular communication coexisting incumbent naval radar required establish pragmatic protection distance, protects incumbent harmful interference increases spectrum access opportunity secondary system.$$$in context, paper investigates co-channel adjacent channel coexistence ship-borne naval radar wide-area cellular communication presents analysis interference caused downlink transmission cellular naval radar different values radar protection distance.$$$the results analysis suggest maintaining protection distance 30 radar ensure required inr protection criterion -6 db radar receiver > 0.9 probability, secondary network operates channel radar.$$$novel power control algorithms assign operating powers coexisting cellular devices proposed reduce protection distance radar meeting radar inr protection requirement.",BACKGROUND OBJECTIVES OBJECTIVES RESULTS OBJECTIVES/METHODS
D03427,"multi-person articulated pose tracking unconstrained videos important challenging problem.$$$in paper, going road top-down approaches, propose decent efficient pose tracker based pose flows.$$$first, design online optimization framework build association cross-frame poses form pose flows (pf-builder).$$$second, novel pose flow non-maximum suppression (pf-nms) designed robustly reduce redundant pose flows re-link temporal disjoint ones.$$$extensive experiments method significantly outperforms best-reported results standard pose tracking datasets 13 map 25 mota 6 map 3 mota respectively.$$$moreover, case working detected poses individual frames, extra computation pose tracker minor, guaranteeing online 10fps tracking.$$$our source codes publicly available(https://github.com/yuliangxiu/poseflow).",BACKGROUND METHODS METHODS METHODS RESULTS RESULTS OTHERS
D01298,"extracting text objects pdf images challenging problem.$$$the text data present pdf images contain certain useful information automatic annotation, indexing etc.$$$however variations text differences text style, font, size, orientation, alignment complex structure problem automatic text extraction extremely difficult challenging job.$$$this paper presents techniques block-based classification.$$$after brief introduction classification methods, methods enhanced results evaluated.$$$the performance metrics segmentation time consumption tested models.",BACKGROUND OBJECTIVES METHODS OBJECTIVES METHODS CONCLUSIONS
D02679,"grey wolf optimizer (gwo) swarm intelligence meta-heuristic algorithm inspired hunting behaviour social hierarchy grey wolves nature.$$$this paper analyses use chaos theory algorithm improve ability escape local optima replacing key parameters chaotic variables.$$$the optimal choice chaotic maps apply chaotic grey wolf optimizer (cgwo) problem factoring large semi prime prime factors.$$$assuming number digits factors equal, computationally difficult task rsa-cryptosystem relies.$$$this work proposes use new objective function solve problem uses cgwo optimize compute factors.$$$it shown function performs better predecessor large semi primes cgwo efficient algorithm optimize it.",BACKGROUND OBJECTIVES/METHODS METHODS BACKGROUND OBJECTIVES CONCLUSIONS
D02433,"paper, present improved feedforward sequential memory networks (fsmn) architecture, deep-fsmn (dfsmn), introducing skip connections memory blocks adjacent layers.$$$these skip connections enable information flow different layers alleviate gradient vanishing problem building deep structure.$$$as result, dfsmn significantly benefits skip connections deep structure.$$$we compared performance dfsmn blstm lower frame rate (lfr) large speech recognition tasks, including english mandarin.$$$experimental results shown dfsmn consistently outperform blstm dramatic gain, especially trained lfr cd-phone modeling units.$$$in 2000 hours fisher (fsh) task, proposed dfsmn achieve word error rate 9.4% purely cross-entropy criterion decoding 3-gram language model, achieves 1.5% absolute improvement compared blstm.$$$in 20000 hours mandarin recognition task, lfr trained dfsmn achieve 20% relative improvement compared lfr trained blstm.$$$moreover, easily design lookahead filter order memory blocks dfsmn control latency real-time applications.",METHODS METHODS METHODS METHODS CONCLUSIONS RESULTS RESULTS CONCLUSIONS
D02128,"paper proposes novel approach uncertainty quantification dense conditional random fields (crfs).$$$the presented approach, called perturb-and-mpm, enables efficient, approximate sampling dense multi-label crfs random perturbations.$$$an analytic error analysis performed identified main cause approximation error showed error bounded.$$$spatial uncertainty maps derived perturb-and-mpm model, visualize uncertainty image segmentation results.$$$the method validated synthetic clinical magnetic resonance imaging data.$$$the effectiveness approach demonstrated challenging problem segmenting tumor core glioblastoma.$$$we areas high uncertainty correspond wrongly segmented image regions.$$$furthermore, demonstrate potential use uncertainty maps refine imaging biomarkers case extent resection residual tumor volume brain tumor patients.",OBJECTIVES METHODS METHODS/RESULTS METHODS/RESULTS METHODS METHODS RESULTS/CONCLUSIONS RESULTS/CONCLUSIONS
D02358,"crucial time-sensitive task disaster occurs rescue victims distribute resources right groups locations.$$$this task challenging populated urban areas, huge burst help requests generated short period.$$$to improve efficiency emergency response immediate aftermath disaster, propose heuristic multi-agent reinforcement learning scheduling algorithm, named resq, effectively schedule rapid deployment volunteers rescue victims dynamic settings.$$$the core concept quickly identify victims volunteers social network data schedule rescue parties adaptive learning algorithm.$$$this framework performs key functions: 1) identify trapped victims rescue volunteers, 2) optimize volunteers' rescue strategy complex time-sensitive environment.$$$the proposed resq algorithm speed training processes heuristic function reduces state-action space identifying set particular actions others.$$$experimental results showed proposed heuristic multi-agent reinforcement learning based scheduling outperforms state-of-art methods, terms reward rate response times.",BACKGROUND BACKGROUND OBJECTIVES METHODS BACKGROUND METHODS RESULTS/CONCLUSIONS
D04268,"researchers spend great deal time reading research papers.$$$keshav (2012) provides three-pass method researchers improve reading skills.$$$this article extends keshav's method reading research compendium.$$$research compendia increasingly form publication, packages research paper's text figures, data software better reproducibility.$$$we introduce existing conventions research compendia suggest utilise shared properties structured reading process.$$$unlike original, article build long history intends provide guidance outset emerging practice.",BACKGROUND BACKGROUND OBJECTIVES OBJECTIVES METHODS/RESULTS CONCLUSIONS
D05062,"heterogeneous resource, land-estate, divided agents unfair way.$$$it re-divided agents way balances fairness ownership rights.$$$we present re-division protocols attain trade-off points fairness ownership rights, settings differing geometric constraints allotments: (a) geometric constraints; (b) connectivity --- cake one-dimensional interval piece contiguous interval; (c) rectangularity --- cake two-dimensional rectangle rectilinear polygon pieces rectangles; (d) convexity --- cake two-dimensional convex polygon pieces convex.$$$our re-division protocols implications problem: price-of-fairness --- loss social welfare caused fairness requirements.$$$each protocol implies upper bound price-of-fairness respective geometric constraints.",OBJECTIVES OBJECTIVES METHODS/RESULTS RESULTS RESULTS
D06765,"generative models encoding component autoencoders currently receive great interest.$$$however, training autoencoders typically complicated need train separate encoder decoder model enforced reciprocal other.$$$to overcome problem, by-design reversible neural networks (revnets) previously generative models directly optimizing likelihood data model adversarial approach generated data.$$$here, instead investigate performance adversary latent space adversarial autoencoder framework.$$$we investigate generative performance revnets celeba dataset, showing generative revnets generate coherent faces similar quality variational autoencoders.$$$this attempt use revnets inside adversarial autoencoder framework slightly underperformed relative recent advanced generative models autoencoder component celeba, gap diminish optimization training setup generative revnets.$$$in addition experiments celeba, proof-of-principle experiment mnist dataset suggesting adversary-free trained revnets discover meaningful latent dimensions pre-specifying number dimensions latent sampling distribution.$$$in summary, study shows revnets employed different generative training settings.$$$source code study https://github.com/robintibor/generative-reversible",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES/METHODS METHODS/RESULTS RESULTS/CONCLUSIONS RESULTS CONCLUSIONS OTHERS
D03419,"paper, present implicit wassa 2018 implicit emotion shared task.$$$the task predict emotion tweet explicit mentions emotion terms removed.$$$the idea come model ability implicitly identify emotion expressed given context words.$$$we gated recurrent neural network (gru) capsule network based model task.$$$pre-trained word embeddings utilized incorporate contextual knowledge words model.$$$gru layer learns latent representations input word embeddings.$$$subsequent capsule network layer learns high-level features hidden representation.$$$the proposed model managed achieve macro-f1 score 0.692.",OTHERS OBJECTIVES OBJECTIVES METHODS BACKGROUND METHODS METHODS/CONCLUSIONS RESULTS
D05134,"natural language interfaces tools spellcheckers web search one's language known useful ict-mediated communication.$$$most languages southern africa under-resourced, however.$$$therefore, useful generic language-specific nlp tools reused easily adapted languages.$$$this depends notion, extent, similarity languages.$$$we assess angle orthography corpora.$$$twelve versions universal declaration human rights (udhr) examined, showing clusters languages, amenable cross-language adaptation nlp tools, match guthrie zones.$$$to examine generalisability results, zoom isizulu quantitatively qualitatively corpora texts different genres.$$$the results udhr typical text document orthographically.$$$the results provide insight usability typical measures lexical diversity genre, statistic mean different things different documents.$$$while nltk python basic analyses text, it, similar nlp tools, need considerable customization.",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES OBJECTIVES METHODS METHODS RESULTS RESULTS RESULTS
D04435,"distinct failure modes overoptimization systems basis metrics.$$$this occurs metric improve extent optimization ineffective harmful, termed goodhart's law.$$$this class failure poorly understood, partly terminology discussing ambiguous, partly discussion ambiguous terminology ignores distinctions different failure modes general type.$$$this paper expands earlier discussion garrabrant, notes ""(at least) different mechanisms"" relate goodhart's law.$$$this paper intended explore mechanisms further, specify clearly occur.$$$this discussion helpful better understanding types failures economic regulation, public policy, machine learning, artificial intelligence alignment.$$$the importance goodhart effects depends power directed optimizing proxy, increased optimization power offered artificial intelligence makes especially critical field.",BACKGROUND BACKGROUND BACKGROUND OBJECTIVES OBJECTIVES RESULTS RESULTS
D03309,"reliable diagnosis depressive disorder essential optimal treatment prevention fatal outcomes.$$$in study, aimed elucidate effectiveness non-linear measures, higuchi fractal dimension (hfd) sample entropy (sampen), detecting depressive disorders applied eeg.$$$hfd sampen eeg signals features seven machine learning algorithms including multilayer perceptron, logistic regression, support vector machines linear polynomial kernel, decision tree, random forest, naive bayes classifier, discriminating eeg healthy control subjects patients diagnosed depression.$$$we confirmed earlier observations non-linear measures discriminate eeg signals patients healthy control subjects.$$$the results suggest good classification possible small number principal components.$$$average accuracy classifiers ranged 90.24% 97.56%.$$$among measures, sampen better performance.$$$using hfd sampen variety machine learning techniques accurately discriminate patients diagnosed depression vs controls serve highly sensitive, clinically relevant marker diagnosis depressive disorders.",BACKGROUND OBJECTIVES METHODS RESULTS CONCLUSIONS RESULTS RESULTS CONCLUSIONS
