Id,Abstract,Task 2
D02128,"this paper proposes a novel approach for uncertainty quantification in dense conditional random fields (crfs).$$$the presented approach, called perturb-and-mpm, enables efficient, approximate sampling from dense multi-label crfs via random perturbations.$$$an analytic error analysis was performed which identified the main cause of approximation error as well as showed that the error is bounded.$$$spatial uncertainty maps can be derived from the perturb-and-mpm model, which can be used to visualize uncertainty in image segmentation results.$$$the method is validated on synthetic and clinical magnetic resonance imaging data.$$$the effectiveness of the approach is demonstrated on the challenging problem of segmenting the tumor core in glioblastoma.$$$we found that areas of high uncertainty correspond well to wrongly segmented image regions.$$$furthermore, we demonstrate the potential use of uncertainty maps to refine imaging biomarkers in the case of extent of resection and residual tumor volume in brain tumor patients.",THEORETICAL ENGINEERING
D02358,"a crucial and time-sensitive task when any disaster occurs is to rescue victims and distribute resources to the right groups and locations.$$$this task is challenging in populated urban areas, due to the huge burst of help requests generated in a very short period.$$$to improve the efficiency of the emergency response in the immediate aftermath of a disaster, we propose a heuristic multi-agent reinforcement learning scheduling algorithm, named as resq, which can effectively schedule the rapid deployment of volunteers to rescue victims in dynamic settings.$$$the core concept is to quickly identify victims and volunteers from social network data and then schedule rescue parties with an adaptive learning algorithm.$$$this framework performs two key functions: 1) identify trapped victims and rescue volunteers, and 2) optimize the volunteers' rescue strategy in a complex time-sensitive environment.$$$the proposed resq algorithm can speed up the training processes through a heuristic function which reduces the state-action space by identifying the set of particular actions over others.$$$experimental results showed that the proposed heuristic multi-agent reinforcement learning based scheduling outperforms several state-of-art methods, in terms of both reward rate and response times.",THEORETICAL
D04268,"researchers spend a great deal of time reading research papers.$$$keshav (2012) provides a three-pass method to researchers to improve their reading skills.$$$this article extends keshav's method for reading a research compendium.$$$research compendia are an increasingly used form of publication, which packages not only the research paper's text and figures, but also all data and software for better reproducibility.$$$we introduce the existing conventions for research compendia and suggest how to utilise their shared properties in a structured reading process.$$$unlike the original, this article is not build upon a long history but intends to provide guidance at the outset of an emerging practice.",OTHERS
D05062,"a heterogeneous resource, such as a land-estate, is already divided among several agents in an unfair way.$$$it should be re-divided among the agents in a way that balances fairness with ownership rights.$$$we present re-division protocols that attain various trade-off points between fairness and ownership rights, in various settings differing in the geometric constraints on the allotments: (a) no geometric constraints; (b) connectivity --- the cake is a one-dimensional interval and each piece must be a contiguous interval; (c) rectangularity --- the cake is a two-dimensional rectangle or rectilinear polygon and the pieces should be rectangles; (d) convexity --- the cake is a two-dimensional convex polygon and the pieces should be convex.$$$our re-division protocols have implications on another problem: the price-of-fairness --- the loss of social welfare caused by fairness requirements.$$$each protocol implies an upper bound on the price-of-fairness with the respective geometric constraints.",THEORETICAL
D06765,"generative models with an encoding component such as autoencoders currently receive great interest.$$$however, training of autoencoders is typically complicated by the need to train a separate encoder and decoder model that have to be enforced to be reciprocal to each other.$$$to overcome this problem, by-design reversible neural networks (revnets) had been previously used as generative models either directly optimizing the likelihood of the data under the model or using an adversarial approach on the generated data.$$$here, we instead investigate their performance using an adversary on the latent space in the adversarial autoencoder framework.$$$we investigate the generative performance of revnets on the celeba dataset, showing that generative revnets can generate coherent faces with similar quality as variational autoencoders.$$$this first attempt to use revnets inside the adversarial autoencoder framework slightly underperformed relative to recent advanced generative models using an autoencoder component on celeba, but this gap may diminish with further optimization of the training setup of generative revnets.$$$in addition to the experiments on celeba, we show a proof-of-principle experiment on the mnist dataset suggesting that adversary-free trained revnets can discover meaningful latent dimensions without pre-specifying the number of dimensions of the latent sampling distribution.$$$in summary, this study shows that revnets can be employed in different generative training settings.$$$source code for this study is at https://github.com/robintibor/generative-reversible",THEORETICAL ENGINEERING
D03419,"in this paper, we present the system we have used for the implicit wassa 2018 implicit emotion shared task.$$$the task is to predict the emotion of a tweet of which the explicit mentions of emotion terms have been removed.$$$the idea is to come up with a model which has the ability to implicitly identify the emotion expressed given the context words.$$$we have used a gated recurrent neural network (gru) and a capsule network based model for the task.$$$pre-trained word embeddings have been utilized to incorporate contextual knowledge about words into the model.$$$gru layer learns latent representations using the input word embeddings.$$$subsequent capsule network layer learns high-level features from that hidden representation.$$$the proposed model managed to achieve a macro-f1 score of 0.692.",THEORETICAL ENGINEERING
D05134,"natural language interfaces and tools such as spellcheckers and web search in one's own language are known to be useful in ict-mediated communication.$$$most languages in southern africa are under-resourced, however.$$$therefore, it would be very useful if both the generic and the few language-specific nlp tools could be reused or easily adapted across languages.$$$this depends on the notion, and extent, of similarity between the languages.$$$we assess this from the angle of orthography and corpora.$$$twelve versions of the universal declaration of human rights (udhr) are examined, showing clusters of languages, and which are thus more or less amenable to cross-language adaptation of nlp tools, which do not match with guthrie zones.$$$to examine the generalisability of these results, we zoom in on isizulu both quantitatively and qualitatively with four other corpora and texts in different genres.$$$the results show that the udhr is a typical text document orthographically.$$$the results also provide insight into usability of typical measures such as lexical diversity and genre, and that the same statistic may mean different things in different documents.$$$while nltk for python could be used for basic analyses of text, it, and similar nlp tools, will need considerable customization.",EMPIRICAL
D04435,"there are several distinct failure modes for overoptimization of systems on the basis of metrics.$$$this occurs when a metric which can be used to improve a system is used to an extent that further optimization is ineffective or harmful, and is sometimes termed goodhart's law.$$$this class of failure is often poorly understood, partly because terminology for discussing them is ambiguous, and partly because discussion using this ambiguous terminology ignores distinctions between different failure modes of this general type.$$$this paper expands on an earlier discussion by garrabrant, which notes there are ""(at least) four different mechanisms"" that relate to goodhart's law.$$$this paper is intended to explore these mechanisms further, and specify more clearly how they occur.$$$this discussion should be helpful in better understanding these types of failures in economic regulation, in public policy, in machine learning, and in artificial intelligence alignment.$$$the importance of goodhart effects depends on the amount of power directed towards optimizing the proxy, and so the increased optimization power offered by artificial intelligence makes it especially critical for that field.",OTHERS
D03309,"reliable diagnosis of depressive disorder is essential for both optimal treatment and prevention of fatal outcomes.$$$in this study, we aimed to elucidate the effectiveness of two non-linear measures, higuchi fractal dimension (hfd) and sample entropy (sampen), in detecting depressive disorders when applied on eeg.$$$hfd and sampen of eeg signals were used as features for seven machine learning algorithms including multilayer perceptron, logistic regression, support vector machines with the linear and polynomial kernel, decision tree, random forest, and naive bayes classifier, discriminating eeg between healthy control subjects and patients diagnosed with depression.$$$we confirmed earlier observations that both non-linear measures can discriminate eeg signals of patients from healthy control subjects.$$$the results suggest that good classification is possible even with a small number of principal components.$$$average accuracy among classifiers ranged from 90.24% to 97.56%.$$$among the two measures, sampen had better performance.$$$using hfd and sampen and a variety of machine learning techniques we can accurately discriminate patients diagnosed with depression vs controls which can serve as a highly sensitive, clinically relevant marker for the diagnosis of depressive disorders.",EMPIRICAL
D06466,"the design of robotic systems is largely dictated by our purely human intuition about how we perceive the world.$$$this intuition has been proven incorrect with regard to a number of critical issues, such as visual change blindness.$$$in order to develop truly autonomous robots, we must step away from this intuition and let robotic agents develop their own way of perceiving.$$$the robot should start from scratch and gradually develop perceptual notions, under no prior assumptions, exclusively by looking into its sensorimotor experience and identifying repetitive patterns and invariants.$$$one of the most fundamental perceptual notions, space, cannot be an exception to this requirement.$$$in this paper we look into the prerequisites for the emergence of simplified spatial notions on the basis of a robot's sensorimotor flow.$$$we show that the notion of space as environment-independent cannot be deduced solely from exteroceptive information, which is highly variable and is mainly determined by the contents of the environment.$$$the environment-independent definition of space can be approached by looking into the functions that link the motor commands to changes in exteroceptive inputs.$$$in a sufficiently rich environment, the kernels of these functions correspond uniquely to the spatial configuration of the agent's exteroceptors.$$$we simulate a redundant robotic arm with a retina installed at its end-point and show how this agent can learn the configuration space of its retina.$$$the resulting manifold has the topology of the cartesian product of a plane and a circle, and corresponds to the planar position and orientation of the retina.",THEORETICAL
D01408,"the internet of things (iots) is an evolving new face of technology that provides state of the art services using ubiquitously connected smart objects.$$$these smart objects are capable of sensing, processing, collaborating, communicating the events and provide services.$$$the iot is a collection of heterogeneous technologies like sensor, rfid, communication and nanotechnology.$$$these technologies enable smart objects to identify objects, collect information about their status,communicating the collected information for taking some desired actions.$$$widespread adaptations of iot based devices and services raised the ethical challenges for their users.$$$in this paper we highlight ethical challenges raised by iot and discuss the solutions and methods for encouraging people to properly use these technologies according to islamic teachings.",THEORETICAL
D01010,"this paper concerns a deep learning approach to relevance ranking in information retrieval (ir).$$$existing deep ir models such as dssm and cdssm directly apply neural networks to generate ranking scores, without explicit understandings of the relevance.$$$according to the human judgement process, a relevance label is generated by the following three steps: 1) relevant locations are detected, 2) local relevances are determined, 3) local relevances are aggregated to output the relevance label.$$$in this paper we propose a new deep learning architecture, namely deeprank, to simulate the above human judgment process.$$$firstly, a detection strategy is designed to extract the relevant contexts.$$$then, a measure network is applied to determine the local relevances by utilizing a convolutional neural network (cnn) or two-dimensional gated recurrent units (2d-gru).$$$finally, an aggregation network with sequential integration and term gating mechanism is used to produce a global relevance score.$$$deeprank well captures important ir characteristics, including exact/semantic matching signals, proximity heuristics, query term importance, and diverse relevance requirement.$$$experiments on both benchmark letor dataset and a large scale clickthrough data show that deeprank can significantly outperform learning to ranking methods, and existing deep learning methods.",ENGINEERING EMPIRICAL
D06152,"the abundance of poorly optimized mobile applications coupled with their increasing centrality in our digital lives make a framework for mobile app optimization an imperative.$$$while tuning strategies for desktop and server applications have a long history, it is difficult to adapt them for use on mobile phones.$$$reference inputs which trigger behavior similar to a mobile application's typical are hard to construct.$$$for many classes of applications the very concept of typical behavior is nonexistent, each user interacting with the application in very different ways.$$$in contexts like this, optimization strategies need to evaluate their effectiveness against real user input, but doing so online runs the risk of user dissatisfaction when suboptimal optimizations are evaluated.$$$in this paper we present an iterative compiler which employs a novel capture and replay technique in order to collect real user input and use it later to evaluate different transformations offline.$$$the proposed mechanism identifies and stores only the set of memory pages needed to replay the most heavily used functions of the application.$$$at idle periods, this minimal state is combined with different binaries of the application, each one build with different optimizations enabled.$$$replaying the targeted functions allows us to evaluate the effectiveness of each set of optimizations for the actual way the user interacts with the application.$$$for the beebs benchmark suite, our approach was able to improve performance by up to 57%, while keeping the slowdown experienced by the user on average at 0.8%.$$$by focusing only on heavily used functions, we are able to conserve storage space by between two and three orders of magnitude compared to typical capture and replay implementations.",ENGINEERING
D04130,"this paper introduces a new constraint domain for reasoning about data with uncertainty.$$$it extends convex modeling with the notion of p-box to gain additional quantifiable information on the data whereabouts.$$$unlike existing approaches, the p-box envelops an unknown probability instead of approximating its representation.$$$the p-box bounds are uniform cumulative distribution functions (cdf) in order to employ linear computations in the probabilistic domain.$$$the reasoning by means of p-box cdf-intervals is an interval computation which is exerted on the real domain then it is projected onto the cdf domain.$$$this operation conveys additional knowledge represented by the obtained probabilistic bounds.$$$the empirical evaluation of our implementation shows that, with minimal overhead, the output solution set realizes a full enclosure of the data along with tighter bounds on its probabilistic distributions.",THEORETICAL
D06769,"we took part in the youtube-8m video understanding challenge hosted on kaggle, and achieved the 10th place within less than one month's time.$$$in this paper, we present an extensive analysis and solution to the underlying machine-learning problem based on frame-level data, where major challenges are identified and corresponding preliminary methods are proposed.$$$it's noteworthy that, with merely the proposed strategies and uniformly-averaging multi-crop ensemble was it sufficient for us to reach our ranking.$$$we also report the methods we believe to be promising but didn't have enough time to train to convergence.$$$we hope this paper could serve, to some extent, as a review and guideline of the youtube-8m multi-label video classification benchmark, inspiring future attempts and research.",EMPIRICAL
D04992,"the synchronizing word of deterministic automaton is a word in the alphabet of colors (considered as letters) of its edges that maps the automaton to a single state.$$$a coloring of edges of a directed graph is synchronizing if the coloring turns the graph into deterministic finite automaton possessing a synchronizing word.$$$the road coloring problem is a problem of synchronizing coloring of directed finite strongly connected graph with constant outdegree of all its vertices if the greatest common divisor of lengths of all its cycles is one.$$$the problem was posed by adler, goodwyn and weiss over 30 years ago and evoked a noticeable interest among the specialists in theory of graphs, deterministic automata and symbolic dynamics.$$$the problem is described even in ""wikipedia"" - the popular internet encyclopedia.$$$the positive solution of the road coloring problem is presented.",THEORETICAL EMPIRICAL
D01738,"mobility management (mm) techniques have conventionally been centralized in nature, wherein a single network entity has been responsible for handling the mobility related tasks of the mobile nodes attached to the network.$$$however, an exponential growth in network traffic and the number of users has ushered in the concept of providing mobility management as a service (mmaas) to the wireless nodes attached to the 5g networks.$$$allowing for on-demand mobility management solutions will not only provide the network with the flexibility that it needs to accommodate the many different use cases that are to be served by future networks, but it will also provide the network with the scalability that is needed alongside the flexibility to serve future networks.$$$and hence, in this paper, a detailed study of mmaas has been provided, highlighting its benefits and challenges for 5g networks.$$$additionally, the very important property of granularity of service which is deeply intertwined with the scalability and flexibility requirements of the future wireless networks, and a consequence of mmaas, has also been discussed in detail.",THEORETICAL
D00757,"the regression test selection problem--selecting a subset of a test-suite given a change--has been studied widely over the past two decades.$$$however, the problem has seen little attention when constrained to high-criticality developments and where a ""safe"" selection of tests need to be chosen.$$$further, no practical approaches have been presented for the programming language ada.$$$in this paper, we introduce an approach to solving the selection problem given a combination of both static and dynamic data for a program and a change-set.$$$we present a change impact analysis for ada that selects the safe set of tests that need to be re-executed to ensure no regressions.$$$we have implemented the approach in the commercial, unit-testing tool vectorcast, and validated it on a number of open-source examples.$$$on an example of a fully-functioning ada implementation of a dns server (ironsides), the experimental results show a 97% reduction in test-case execution.",THEORETICAL ENGINEERING
D00713,"research into the stylistic properties of translations is an issue which has received some attention in computational stylistics.$$$previous work by rybicki (2006) on the distinguishing of character idiolects in the work of polish author henryk sienkiewicz and two corresponding english translations using burrow's delta method concluded that idiolectal differences could be observed in the source texts and this variation was preserved to a large degree in both translations.$$$this study also found that the two translations were also highly distinguishable from one another.$$$burrows (2002) examined english translations of juvenal also using the delta method, results of this work suggest that some translators are more adept at concealing their own style when translating the works of another author whereas other authors tend to imprint their own style to a greater extent on the work they translate.$$$our work examines the writing of a single author, norwegian playwright henrik ibsen, and these writings translated into both german and english from norwegian, in an attempt to investigate the preservation of characterization, defined here as the distinctiveness of textual contributions of characters.",EMPIRICAL
D04225,"diffusion mri is the modality of choice to study alterations of white matter.$$$in the past years, various works have used diffusion mri for automatic classification of alzheimers disease.$$$however, the performances obtained with different approaches are difficult to compare because of variations in components such as input data, participant selection, image preprocessing, feature extraction, feature selection (fs) and cross-validation (cv) procedure.$$$moreover, these studies are also difficult to reproduce because these different components are not readily available.$$$in a previous work (samper-gonzalez et al.$$$2018), we proposed an open-source framework for the reproducible evaluation of ad classification from t1-weighted (t1w) mri and pet data.$$$in the present paper, we extend this framework to diffusion mri data.$$$the framework comprises: tools to automatically convert adni data into the bids standard, pipelines for image preprocessing and feature extraction, baseline classifiers and a rigorous cv procedure.$$$we demonstrate the use of the framework through assessing the influence of diffusion tensor imaging (dti) metrics (fractional anisotropy - fa, mean diffusivity - md), feature types, imaging modalities (diffusion mri or t1w mri), data imbalance and fs bias.$$$first, voxel-wise features generally gave better performances than regional features.$$$secondly, fa and md provided comparable results for voxel-wise features.$$$thirdly, t1w mri performed better than diffusion mri.$$$fourthly, we demonstrated that using non-nested validation of fs leads to unreliable and over-optimistic results.$$$all the code is publicly available: general-purpose tools have been integrated into the clinica software (www.clinica.run) and the paper-specific code is available at: https://gitlab.icm-institute.org/aramislab/ad-ml.",ENGINEERING EMPIRICAL
D03753,"prevailing computational tools available to and used by architecture and engineering professionals purport to gather and present thorough and accurate perspectives of the environmental impacts associated with their contributions to the built environment.$$$the presented research of building modeling and analysis software used by the architecture, engineering, construction, and operations (aeco) industry reveals that many of the most heavily relied-upon industry tools are isolated in functionality, utilize incomplete models and data, and are disruptive to normative design and building optimization workflows.$$$this paper describes the current models and tools, their primary functions and limitations, and presents our concurrent research to develop more advanced models to assess lifetime building energy consumption alongside operating energy use.$$$a series of case studies describes the current state-of-the-art in tools and building energy analysis followed by the research models and novel design and analysis tool that the green scale research group has developed in response.$$$a fundamental goal of this effort is to increase the use and efficacy of building impact studies conducted by architects, engineers, and building owners and operators during the building design process.",ENGINEERING
D06741,"this article addresses an open problem in the area of cognitive systems and architectures: namely the problem of handling (in terms of processing and reasoning capabilities) complex knowledge structures that can be at least plausibly comparable, both in terms of size and of typology of the encoded information, to the knowledge that humans process daily for executing everyday activities.$$$handling a huge amount of knowledge, and selectively retrieve it ac- cording to the needs emerging in different situational scenarios, is an important aspect of human intelligence.$$$for this task, in fact, humans adopt a wide range of heuristics (gigerenzer and todd) due to their bounded rationality (simon, 1957).$$$in this perspective, one of the re- quirements that should be considered for the design, the realization and the evaluation of intelligent cognitively inspired systems should be represented by their ability of heuristically identify and retrieve, from the general knowledge stored in their artificial long term memory (ltm), that one which is synthetically and contextually relevant.$$$this require- ment, however, is often neglected.$$$currently, artificial cognitive systems and architectures are not able, de facto, to deal with complex knowledge structures that can be even slightly comparable to the knowledge heuris- tically managed by humans.$$$in this paper i will argue that this is not only a technological problem but also an epistemological one and i will briefly sketch a proposal for a possible solution.",THEORETICAL
D00062,"dou shou qi is a game in which two players control a number of pieces, each of them aiming to move one of their pieces onto a given square.$$$we implemented an engine for analyzing the game.$$$moreover, we created a series of endgame tablebases containing all configurations with up to four pieces.$$$these tablebases are the first steps towards theoretically solving the game.$$$finally, we constructed decision trees based on the endgame tablebases.$$$in this note we report on some interesting patterns.",ENGINEERING
D03996,"enterprise software systems make complex interactions with other services in their environment.$$$developing and testing for production-like conditions is therefore a challenging task.$$$prior approaches include emulations of the dependency services using either explicit modelling or record-and-replay approaches.$$$models require deep knowledge of the target services while record-and-replay is limited in accuracy.$$$we present a new technique that improves the accuracy of record-and-replay approaches, without requiring prior knowledge of the services.$$$the approach uses multiple sequence alignment to derive message prototypes from recorded system interactions and a scheme to match incoming request messages against message prototypes to generate response messages.$$$we introduce a modified needleman-wunsch algorithm for distance calculation during message matching, wildcards in message prototypes for high variability sections, and entropy-based weightings in distance calculations for increased accuracy.$$$combined, our new approach has shown greater than 99% accuracy for four evaluated enterprise system messaging protocols.",ENGINEERING EMPIRICAL
D01371,"difference sets and their generalisations to difference families arise from the study of designs and many other applications.$$$here we give a brief survey of some of these applications, noting in particular the diverse definitions of difference families and the variations in priorities in constructions.$$$we propose a definition of disjoint difference families that encompasses these variations and allows a comparison of the similarities and disparities.$$$we then focus on two constructions of disjoint difference families arising from frequency hopping sequences and showed that they are in fact the same.$$$we conclude with a discussion of the notion of equivalence for frequency hopping sequences and for disjoint difference families.",THEORETICAL
D06558,"this paper introduces a method for predicting the likely behaviors of continuous nonlinear systems in equilibrium in which the input values can vary.$$$the method uses a parameterized equation model and a lower bound on the input joint density to bound the likelihood that some behavior will occur, such as a state variable being inside a given numeric range.$$$using a bound on the density instead of the density itself is desirable because often the input density's parameters and shape are not exactly known.$$$the new method is called sab after its basic operations: split the input value space into smaller regions, and then bound those regions' possible behaviors and the probability of being in them.$$$sab finds rough bounds at first, and then refines them as more time is given.$$$in contrast to other researchers' methods, sab can (1) find all the possible system behaviors, and indicate how likely they are, (2) does not approximate the distribution of possible outcomes without some measure of the error magnitude, (3) does not use discretized variable values, which limit the events one can find probability bounds for, (4) can handle density bounds, and (5) can handle such criteria as two state variables both being inside a numeric range.",ENGINEERING
D04857,"conference publications in computer science (cs) have attracted scholarly attention due to their unique status as a main research outlet unlike other science fields where journals are dominantly used for communicating research findings.$$$one frequent research question has been how different conference and journal publications are, considering a paper as a unit of analysis.$$$this study takes an author-based approach to analyze publishing patterns of 517,763 scholars who have ever published both in cs conferences and journals for the last 57 years, as recorded in dblp.$$$the analysis shows that the majority of cs scholars tend to make their scholarly debut, publish more papers, and collaborate with more coauthors in conferences than in journals.$$$importantly, conference papers seem to serve as a distinct channel of scholarly communication, not a mere preceding step to journal publications: coauthors and title words of authors across conferences and journals tend not to overlap much.$$$this study corroborates findings of previous studies on this topic from a distinctive perspective and suggests that conference authorship in cs calls for more special attention from scholars and administrators outside cs who have focused on journal publications to mine authorship data and evaluate scholarly performance.",EMPIRICAL
D02518,"most existing knowledge graphs (kgs) in academic domains suffer from problems of insufficient multi-relational information, name ambiguity and improper data format for large-scale machine processing.$$$in this paper, we present acekg, a new large-scale kg in academic domain.$$$acekg not only provides clean academic information, but also offers a large-scale benchmark dataset for researchers to conduct challenging data mining projects including link prediction, community detection and scholar classification.$$$specifically, acekg describes 3.13 billion triples of academic facts based on a consistent ontology, including necessary properties of papers, authors, fields of study, venues and institutes, as well as the relations among them.$$$to enrich the proposed knowledge graph, we also perform entity alignment with existing databases and rule-based inference.$$$based on acekg, we conduct experiments of three typical academic data mining tasks and evaluate several state-of- the-art knowledge embedding and network representation learning approaches on the benchmark datasets built from acekg.$$$finally, we discuss several promising research directions that benefit from acekg.",THEORETICAL
D01331,"deep reinforcement learning, and especially the asynchronous advantage actor-critic algorithm, has been successfully used to achieve super-human performance in a variety of video games.$$$starcraft ii is a new challenge for the reinforcement learning community with the release of pysc2 learning environment proposed by google deepmind and blizzard entertainment.$$$despite being a target for several ai developers, few have achieved human level performance.$$$in this project we explain the complexities of this environment and discuss the results from our experiments on the environment.$$$we have compared various architectures and have proved that transfer learning can be an effective paradigm in reinforcement learning research for complex scenarios requiring skill transfer.",EMPIRICAL
D03721,"the paper considers a bidirectional power flow model of the electric vehicles (evs) in a charging station.$$$the evs can inject energies by discharging via a vehicle-to-grid (v2g) service which can enhance the profits of the charging station.$$$however, frequent charging and discharging degrade battery life.$$$a proper compensation needs to be paid to the users to participate in the v2g service.$$$we propose a menu-based pricing scheme, where the charging station selects a price for each arriving user for the amount of battery utilization, the total energy, and the time (deadline) that the ev will stay.$$$the user can accept one of the contracts or rejects all depending on their utilities.$$$the charging station can serve users using a combination of the renewable energy and the conventional energy bought from the grid.$$$we show that though there exists a profit maximizing price which maximizes the social welfare, it provides no surplus to the users if the charging station is aware of the utilities of the users.$$$if the charging station is not aware of the exact utilities, the social welfare maximizing price may not maximize the expected profit.$$$in fact, it can give a zero profit.$$$we propose a pricing strategy which provides a guaranteed fixed profit to the charging station and it also maximizes the expected profit for a wide range of utility functions.$$$our analysis shows that when the harvested renewable energy is small the users have higher incentives for the v2g service.$$$we, numerically, show that the charging station's profit and the user's surplus both increase as v2g service is efficiently utilized by the pricing mechanism.",THEORETICAL ENGINEERING
D06923,"every year, 3 million newborns die within the first month of life.$$$birth asphyxia and other breathing-related conditions are a leading cause of mortality during the neonatal phase.$$$current diagnostic methods are too sophisticated in terms of equipment, required expertise, and general logistics.$$$consequently, early detection of asphyxia in newborns is very difficult in many parts of the world, especially in resource-poor settings.$$$we are developing a machine learning system, dubbed ubenwa, which enables diagnosis of asphyxia through automated analysis of the infant cry.$$$deployed via smartphone and wearable technology, ubenwa will drastically reduce the time, cost and skill required to make accurate and potentially life-saving diagnoses.",ENGINEERING EMPIRICAL
D05939,"in this paper, we propose a distributed primal-dual algorithm for computation of a generalized nash equilibrium (gne) in noncooperative games over network systems.$$$in the considered game, not only each player's local objective function depends on other players' decisions, but also the feasible decision sets of all the players are coupled together with a globally shared affine inequality constraint.$$$adopting the variational gne, that is the solution of a variational inequality, as a refinement of gne, we introduce a primal-dual algorithm that players can use to seek it in a distributed manner.$$$each player only needs to know its local objective function, local feasible set, and a local block of the affine constraint.$$$meanwhile, each player only needs to observe the decisions on which its local objective function explicitly depends through the interference graph and share information related to multipliers with its neighbors through a multiplier graph.$$$through a primal-dual analysis and an augmentation of variables, we reformulate the problem as finding the zeros of a sum of monotone operators.$$$our distributed primal-dual algorithm is based on forward-backward operator splitting methods.$$$we prove its convergence to the variational gne for fixed step-sizes under some mild assumptions.$$$then a distributed algorithm with inertia is also introduced and analyzed for variational gne seeking.$$$finally, numerical simulations for network cournot competition are given to illustrate the algorithm efficiency and performance.",THEORETICAL
D03998,"structured prediction is ubiquitous in applications of machine learning such as knowledge extraction and natural language processing.$$$structure often can be formulated in terms of logical constraints.$$$we consider the question of how to perform efficient active learning in the presence of logical constraints among variables inferred by different classifiers.$$$we propose several methods and provide theoretical results that demonstrate the inappropriateness of employing uncertainty guided sampling, a commonly used active learning method.$$$furthermore, experiments on ten different datasets demonstrate that the methods significantly outperform alternatives in practice.$$$the results are of practical significance in situations where labeled data is scarce.",THEORETICAL EMPIRICAL
D00843,"semi-supervised node classification in attributed graphs, i.e., graphs with node features, involves learning to classify unlabeled nodes given a partially labeled graph.$$$label predictions are made by jointly modeling the node and its' neighborhood features.$$$state-of-the-art models for node classification on such attributed graphs use differentiable recursive functions that enable aggregation and filtering of neighborhood information from multiple hops.$$$in this work, we analyze the representation capacity of these models to regulate information from multiple hops independently.$$$from our analysis, we conclude that these models despite being powerful, have limited representation capacity to capture multi-hop neighborhood information effectively.$$$further, we also propose a mathematically motivated, yet simple extension to existing graph convolutional networks (gcns) which has improved representation capacity.$$$we extensively evaluate the proposed model, f-gcn on eight popular datasets from different domains.$$$f-gcn outperforms the state-of-the-art models for semi-supervised learning on six datasets while being extremely competitive on the other two.",THEORETICAL EMPIRICAL
D03461,"bilateral filters have wide spread use due to their edge-preserving properties.$$$the common use case is to manually choose a parametric filter type, usually a gaussian filter.$$$in this paper, we will generalize the parametrization and in particular derive a gradient descent algorithm so the filter parameters can be learned from data.$$$this derivation allows to learn high dimensional linear filters that operate in sparsely populated feature spaces.$$$we build on the permutohedral lattice construction for efficient filtering.$$$the ability to learn more general forms of high-dimensional filters can be used in several diverse applications.$$$first, we demonstrate the use in applications where single filter applications are desired for runtime reasons.$$$further, we show how this algorithm can be used to learn the pairwise potentials in densely connected conditional random fields and apply these to different image segmentation tasks.$$$finally, we introduce layers of bilateral filters in cnns and propose bilateral neural networks for the use of high-dimensional sparse data.$$$this view provides new ways to encode model structure into network architectures.$$$a diverse set of experiments empirically validates the usage of general forms of filters.",THEORETICAL ENGINEERING
D00020,"publishing articles in high-impact english journals is difficult for scholars around the world, especially for non-native english-speaking scholars (nness), most of whom struggle with proficiency in english.$$$in order to uncover the differences in english scientific writing between native english-speaking scholars (ness) and nness, we collected a large-scale data set containing more than 150,000 full-text articles published in plos between 2006 and 2015.$$$we divided these articles into three groups according to the ethnic backgrounds of the first and corresponding authors, obtained by ethnea, and examined the scientific writing styles in english from a two-fold perspective of linguistic complexity: (1) syntactic complexity, including measurements of sentence length and sentence complexity; and (2) lexical complexity, including measurements of lexical diversity, lexical density, and lexical sophistication.$$$the observations suggest marginal differences between groups in syntactical and lexical complexity.",EMPIRICAL
D06217,"mp3 is a very popular audio format and hence it can be a good host for carrying hidden messages.$$$therefore, different steganography methods have been proposed for mp3 hosts.$$$but, current literature has only focused on steganalysis of mp3stego.$$$in this paper we mention some of the limitations of mp3stego and argue that undermp3cover (ump3c) does not have those limitations.$$$ump3c makes subtle changes only to the global gain of bitstream and keeps the rest of bitstream intact.$$$therefore, its detection is much harder than mp3stego.$$$to address this, joint distributions between global gain and other fields of mp3 bit stream are used.$$$the changes are detected by measuring the mutual information from those joint distributions.$$$furthermore, we show that different mp3 encoders have dissimilar performances.$$$consequently, a novel multi-layer architecture for steganalysis of ump3c is proposed.$$$in this manner, the first layer detects the encoder and the second layer performs the steganalysis job.$$$one of advantages of this architecture is that feature extraction and feature selection can be optimized for each encoder separately.$$$we show this multi-layer architecture outperforms the conventional single-layer methods.$$$comparing results of the proposed method with other works shows an improvement of 20.4% in the accuracy of steganalysis.",THEORETICAL ENGINEERING
